LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
205,3602,100354,Primary,9,5,5,8.4,3.1,4.7,27.3,"£47,563"
205,3645,100355,Primary,18,20,4,16.2,13.2,3.7,18.3,"£43,939"
205,3648,100357,Primary,12,6,5,11.1,5.1,4.7,23.3,"£42,136"
205,3649,134009,Primary,26,21,8,22.9,13.6,6,19.1,"£45,240"
205,3650,134273,Primary,17,9,11,15.1,7.6,10.7,14.8,"£46,534"
205,4000,136750,Secondary,56,5,16,56,5,16,15.2,"£46,081"
205,4001,141135,Secondary,41,6,10,41,6,10,13.3,"£48,223"
205,4002,141617,Secondary,37,1,14,36,1,12.9,13.1,"£43,675"
205,4003,142873,16 plus,7,3,2,6.7,3,2,3.6,"£52,612"
205,4004,143129,Secondary,41,7,20,40.2,6.3,20,10.2,"£48,610"
205,4106,139364,Secondary,34,11,19,32.6,10.2,17.6,11.3,"£51,212"
205,4315,139365,Secondary,44,7,22,43.6,6.8,21,14.4,"£49,592"
205,4320,133545,16 plus,52,11,27,45.7,9.7,24.2,17.8,"£46,620"
205,4620,137935,Secondary,54,4,25,52.1,3.6,15.9,20.1,"£49,659"
205,4632,138607,Secondary,62,6,15,56.9,4.9,13.6,13.3,"£45,566"
205,5400,137157,Secondary,124,14,22,90,9.9,20.6,14.7,"£43,049"
205,6905,131752,All through,99,16,22,97.8,16,20.9,13.2,"£43,053"
205,6906,136172,Secondary,30,4,16,30,4,15.7,28.2,"£42,154"
206,2000,140495,Primary,19,8,13,17,7.5,7.7,16.1,"£32,506"
206,2001,143020,Primary,4,6,4,4,5.5,1.5,16.0,"£46,463"
206,2002,144961,Primary,5,3,2,5,2.1,1.7,27.6,"£47,754"
206,2003,145731,Primary,11,16,5,10.8,9.2,4.6,20.6,"£43,199"
206,2015,100397,Primary,26,13,25,24.8,11.2,22.7,19.0,"£36,906"
206,2128,100401,Primary,11,4,6,10,3.9,5.4,16.6,"£40,106"
206,2166,100402,Primary,17,15,6,16.9,10.5,5.6,17.3,"£44,832"
206,2170,100403,Primary,25,18,11,22.4,13.7,9.4,18.6,"£38,169"
206,2251,100405,Primary,15,11,6,14,9.1,4.2,16.4,"£48,441"
206,2261,100406,Primary,30,36,15,27,22.3,9.5,17.6,"£45,387"
206,2279,100407,Primary,20,14,6,18.3,9.7,4.4,17.4,"£44,718"
206,2282,100408,Primary,17,15,21,17,14.7,19.8,21.3,"£40,248"
206,2379,100411,Primary,32,26,6,29.2,19.5,5.5,14.2,"£46,156"
206,2429,100415,Primary,18,12,18,16.4,10.1,15.6,20.4,"£45,823"
206,2455,100418,Primary,22,16,16,18.6,10.7,11,17.8,"£43,242"
206,2515,100422,Primary,13,12,15,12.6,11.4,14.1,18.3,"£47,870"
206,2596,100425,Primary,21,21,6,21,18.8,5.2,21.8,"£43,816"
206,2624,100426,Primary,13,15,7,12.6,8.9,4.9,16.2,"£41,160"
206,2643,137566,Primary,26,18,6,21.7,15.4,3.2,20.7,"£48,753"
206,2646,100428,Primary,17,7,8,14.9,6.2,8,15.8,"£44,423"
206,2666,100429,Primary,23,16,4,20.2,14.8,3.2,22.6,"£42,291"
206,2803,100430,Primary,20,12,11,17.3,10,5.2,19.0,"£44,727"
206,2805,100431,Primary,18,15,18,17.7,12.7,15.7,19.4,"£40,877"
206,2809,100432,Primary,24,17,9,21.5,15.9,7.5,19.9,"£41,440"
206,2850,100434,Primary,18,15,28,16.8,13.4,23.6,25.3,"£45,702"
206,2852,131218,Primary,26,17,8,23.9,14.4,7.8,16.1,"£44,794"
206,2853,131325,Primary,25,20,9,24.3,17.6,8.6,16.7,"£40,059"
206,2854,131773,Primary,23,18,6,21.2,14.6,5.2,21.2,"£46,366"
206,2855,131842,Primary,27,11,18,25.9,11,13.2,18.4,"£38,273"
206,2856,131741,Primary,23,17,7,22.8,12.6,6.9,13.4,"£37,513"
206,2857,131740,Primary,21,14,4,21,12.4,3.6,19.0,"£37,501"
206,3384,100437,Primary,24,20,6,23.4,14.9,5.6,19.5,"£47,311"
206,3456,100438,Primary,16,17,4,15.6,11.4,4,19.4,"£44,343"
206,3465,100439,Primary,10,9,13,10,6.7,4.4,19.9,"£38,240"
206,3471,100440,Primary,11,11,3,10.2,9,3,19.6,"£42,707"
206,3483,100441,Primary,24,13,11,23.4,12,7.9,19.9,"£42,967"
206,3488,100442,Primary,12,9,5,11.5,7.2,3,16.0,"£45,348"
206,3495,100443,Primary,14,14,5,12.3,11.6,4.6,18.3,"£46,361"
206,3501,100444,Primary,13,16,4,12.2,13.8,4,18.6,"£41,384"
206,3527,100446,Primary,12,10,1,11.2,7.3,1,17.8,"£44,709"
206,3575,100447,Primary,11,6,5,11,5.1,3.8,19.4,"£45,788"
206,3606,100448,Primary,10,8,7,9.4,7.5,3.8,20.1,"£46,461"
206,3631,100449,Primary,21,16,8,20.9,11.5,6.1,20.6,"£45,851"
206,3633,100450,Primary,18,15,6,17.6,12.5,5.8,18.8,"£43,207"
206,3643,100451,Primary,10,10,5,10,8,4.2,18.4,"£45,235"
206,3644,137393,Primary,19,14,11,17.2,11.1,9.9,18.9,"£44,134"
206,4000,139793,16 plus,8,0,6,6.4,0,5.2,7.8,"£44,188"
206,4001,143659,Secondary,33,3,14,32.4,3,13.8,12.7,"£47,914"
206,4003,144962,Secondary,83,14,22,81.1,13.6,21.2,13.4,"£36,602"
206,4112,100453,Secondary,50,12,16,49.7,11.8,14.4,12.7,"£50,195"
206,4307,100455,Secondary,65,8,11,62.6,6.5,9.7,12.3,"£46,979"
206,4324,100457,Secondary,65,6,24,61,5.8,21.3,14.7,"£51,263"
206,4325,131690,Secondary,46,15,19,44,14.8,15,14.7,"£45,383"
206,4614,100458,Secondary,74,6,12,72.2,4.8,9.7,13.5,"£45,637"
206,4651,100459,Secondary,78,6,14,71.9,5.3,14,13.5,"£49,517"
206,6905,134314,All through,96,27,35,92.8,21.9,31.5,14.1,"£42,343"
206,6906,135587,Secondary,51,14,21,50,13.6,19.1,16.0,"£43,554"
207,2000,139645,Primary,26,15,5,24.8,12.9,4.8,15.4,"£40,754"
207,2001,140213,Primary,8,6,1,4.6,5.4,0.9,24.9,"£48,268"
207,2021,100477,Primary,13,17,2,12.2,15.3,2,18.3,"£43,566"
207,2030,100478,Primary,30,28,6,28.3,22.5,5.8,12.8,"£39,168"
207,2050,100479,Primary,17,20,6,16.6,16.2,5.8,19.5,"£45,436"
207,2060,100480,Primary,31,26,9,27,16.7,6.9,16.2,"£43,083"
207,2121,100481,Primary,28,26,12,26.7,19.1,10.5,16.4,"£42,795"
207,2229,100482,Primary,29,25,7,25.4,22.4,6.9,14.6,"£44,419"
207,2399,100483,Primary,25,33,3,22.6,26.3,3,16.5,"£42,648"
207,2452,100485,Primary,21,17,10,20.1,13.4,8.9,18.1,"£47,500"
207,2456,100486,Primary,15,14,8,14.9,13.2,7.1,13.1,"£41,759"
207,2538,100487,Primary,24,20,5,22.4,16.7,4.2,15.6,"£47,026"
207,2594,100488,Primary,16,14,4,14.7,8.7,3.4,16.0,"£43,644"
207,3321,100489,Primary,14,13,3,12.1,10.3,2.6,17.1,"£44,744"
207,3356,100490,Primary,11,6,5,10.6,3.4,3.1,19.8,"£46,006"
207,3379,100491,Primary,15,8,3,10.4,6.4,1.9,20.5,"£48,634"
207,3402,100492,Primary,15,15,3,13.7,11.6,2,16.9,"£53,525"
207,3417,100493,Primary,15,12,2,15,7.1,2,13.7,"£42,300"
207,3437,100494,Primary,21,19,5,18.8,14.3,4.1,11.0,"£47,187"
207,3455,100495,Primary,12,10,6,11.4,7.6,4.3,16.2,"£40,989"
207,3477,100496,Primary,12,7,10,11.6,5.8,5.5,19.4,"£49,675"
207,3504,100497,Primary,12,7,2,11.2,3.9,2,18.0,"£46,552"
207,3541,100498,Primary,12,17,7,9.2,14.1,4.8,19.2,"£45,833"
207,3542,100499,Primary,20,19,4,18.6,13.2,3.2,14.6,"£44,267"
207,3613,100500,Primary,16,14,6,14.6,9.7,5.4,16.0,"£46,460"
207,4000,140212,Secondary,102,19,29,101.6,18.8,27.7,11.1,"£38,772"
207,4320,140134,Secondary,79,10,11,78,10,10.2,17.7,"£40,126"
207,4681,100502,Secondary,41,2,21,39.8,1.4,20.4,15.5,"£49,516"
207,4801,100503,Secondary,35,12,16,34.2,11.2,13.2,13.6,"£46,134"
207,5200,100504,Primary,14,7,7,12,5.6,5.9,18.3,"£42,743"
207,5201,100505,Primary,19,21,8,16.8,12.1,6.2,17.8,"£47,998"
207,5402,141931,Secondary,108,5,20,79.3,4.1,17.9,12.5,"£43,938"
207,6905,135531,Secondary,78,9,22,77,7.8,21.7,14.7,"£45,306"
208,2001,146368,Primary,41,27,7,40.6,24.1,7,16.1,"£38,624"
208,2022,100556,Primary,17,9,3,13.8,8.1,3,15.6,"£53,430"
208,2115,100560,Primary,23,19,14,19.7,13.8,12.1,22.4,"£43,079"
208,2265,100564,Primary,34,26,10,33.6,18.8,9.7,18.4,"£44,704"
208,2292,100566,Primary,24,7,8,22.9,7,7,15.2,"£43,446"
208,2295,100567,Primary,53,44,27,47.7,35.2,20.4,18.8,"£42,160"
208,2331,100572,Primary,19,33,14,18.6,33,14,22.0,"£38,440"
208,2332,137430,Primary,14,18,3,12,12.4,2.6,17.0,"£50,937"
208,2359,100574,Primary,51,76,21,50.2,64.8,21,16.2,"£47,936"
208,2371,100576,Primary,32,29,8,30.9,26.7,7.5,11.1,"£46,570"
208,2459,100577,Primary,21,28,3,20.9,25.2,3,20.6,"£41,714"
208,2504,100578,Primary,17,13,6,16.6,11.4,5.1,19.0,"£45,838"
208,2575,100584,Primary,23,17,9,20.2,14.5,7.3,16.7,"£44,074"
208,2578,100585,Primary,35,15,13,32.2,10.6,10.1,15.4,"£45,715"
208,2591,100586,Primary,25,24,8,22.2,19.7,6.6,19.4,"£42,938"
208,2617,100588,Primary,17,18,8,13.8,14.4,6.1,16.2,"£54,346"
208,2626,100589,Primary,16,13,3,13.4,8.5,2.2,18.2,"£42,140"
208,2657,100590,All through,50,39,16,48.2,38.1,15.6,18.4,"£43,532"
208,2664,100591,Primary,35,34,18,32.5,22.7,14.5,16.1,"£49,179"
208,2783,100593,Primary,22,18,10,21.8,14.6,7.8,18.1,"£45,168"
208,2785,100595,Primary,28,40,5,25.9,37.6,4.9,20.3,"£44,852"
208,2794,100597,Primary,21,36,3,20,31.5,3,21.0,"£49,266"
208,2808,100598,Primary,20,24,8,20,19.3,7.9,18.1,"£47,108"
208,2836,100601,Primary,14,25,12,12.9,16.6,6,16.5,"£43,382"
208,2868,100604,Primary,13,6,5,12.7,4.7,5,17.2,"£50,460"
208,2895,100608,Primary,13,16,7,11.8,10.4,4,19.7,"£49,635"
208,2897,131247,Primary,26,14,4,25.6,12.1,3.9,13.8,"£44,139"
208,2898,131340,Primary,30,17,5,28.1,14.8,4.9,15.3,"£39,894"
208,2899,144308,Primary,37,36,7,35.7,31.2,6.5,18.9,"£45,552"
208,2900,131824,Primary,46,42,42,39.7,33.4,27.1,17.7,"£45,576"
208,2901,131874,Primary,28,11,5,27.3,10.3,5,13.2,"£41,693"
208,2902,100582,Primary,24,39,19,23.4,37.9,18.1,24.8,"£41,834"
208,2903,133315,Primary,20,19,6,19.8,16.4,5.4,15.9,"£46,014"
208,2905,133584,Primary,22,21,12,20.2,16.8,11.4,19.7,"£48,691"
208,3000,133662,Primary,21,12,8,20.8,11.6,6.9,18.2,"£43,980"
208,3307,100609,Primary,25,26,6,23.4,24.2,5,17.4,"£43,130"
208,3324,100610,Primary,12,17,3,11.6,15,3,16.2,"£43,843"
208,3329,145614,Primary,12,9,4,11,7.4,3.4,18.2,"£47,546"
208,3375,100612,Primary,13,11,4,11.8,8.2,3.3,17.4,"£44,372"
208,3403,100613,Primary,12,15,4,11.1,12.7,3.9,17.2,"£47,877"
208,3457,100614,Primary,11,6,4,10.8,6,3.2,16.5,"£43,889"
208,3466,100615,Primary,13,13,5,11.9,12.4,4.2,19.2,"£44,876"
208,3491,100616,Primary,11,8,3,10.6,7.9,2.9,17.9,"£42,553"
208,3493,145615,Primary,18,18,3,16.6,14.1,3,17.5,"£41,117"
208,3499,145616,Primary,13,9,5,11.6,8.4,3.5,16.4,"£45,905"
208,3502,100619,Primary,12,12,3,11.3,10.6,2.5,18.8,"£45,380"
208,3589,100620,Primary,12,12,15,9.1,7.7,6.7,21.6,"£57,429"
208,3596,100621,Primary,12,14,2,10.8,12.9,2,20.0,"£44,371"
208,3621,100622,Primary,14,21,6,14,18.1,4.3,23.2,"£43,155"
208,3641,100623,Primary,14,15,3,13,11.4,3,21.3,"£42,865"
208,3642,134507,Primary,9,10,4,9,9,4,22.1,"£45,151"
208,3643,135614,Primary,14,14,3,13.8,12.9,2.7,17.6,"£43,470"
208,4000,139659,Secondary,56,15,7,55.4,14.1,7,12.0,"£41,667"
208,4002,140564,16 plus,17,1,3,15.6,0.6,2.7,9.1,"£41,532"
208,4003,140966,Secondary,36,2,8,35.5,2,7.8,11.8,"£42,590"
208,4005,142905,Secondary,20,0,6,18.4,0,5.5,12.0,"£45,342"
208,4223,100624,Secondary,72,14,12,69.8,13.2,11.9,13.4,"£49,159"
208,4321,100625,Secondary,53,25,20,53,24.2,20,15.1,"£46,422"
208,4322,136450,Secondary,31,9,12,31,9,11.1,32.4,"£43,302"
208,4509,100627,Secondary,40,15,17,36.8,11.8,15.7,14.7,"£46,936"
208,4731,144309,Secondary,84,25,27,81.9,24,26.4,13.5,"£47,332"
208,5200,100628,Primary,14,10,3,11.1,8.4,2.5,20.4,"£47,438"
208,5201,100629,Primary,20,44,3,19.4,15.1,2.6,20.4,"£47,162"
208,5202,137295,Primary,23,20,11,19.6,14.8,5.6,21.5,"£49,278"
208,5203,100631,Primary,11,13,3,10.8,11.5,2.5,16.8,"£44,583"
208,5204,100632,Primary,23,16,3,21.6,15.1,2.6,20.3,"£43,668"
208,5205,100633,Primary,19,19,10,16.8,14.3,9,24.9,"£42,861"
208,5206,100634,Primary,14,16,3,13.2,13.4,3,17.8,"£50,512"
208,5208,100636,Primary,22,15,5,18.3,10,4.6,18.2,"£47,753"
208,5209,100602,Primary,46,29,9,46,25.8,8.7,19.6,"£38,766"
208,5400,100637,Secondary,70,15,30,66.8,12.5,26,15.1,"£49,060"
208,5401,100638,Secondary,95,23,29,91.1,19.3,21.4,13.6,"£49,590"
208,5402,137093,All through,126,38,48,116.1,36.1,45.7,14.3,"£46,629"
208,5403,100640,Secondary,28,2,12,27.9,2,11.2,0.0,"£45,128"
208,5404,137966,Secondary,37,8,16,35,7.5,14.4,14.0,"£46,223"
208,5405,100642,Secondary,55,22,16,53.8,20.2,15.2,11.7,"£46,311"
208,6905,134815,Secondary,66,9,23,64.4,9,22.1,13.9,"£48,844"
208,6906,135389,Secondary,46,11,15,45,10.5,13.9,14.8,"£46,679"
208,6907,137954,Secondary,48,27,12,48,27,12,15.9,"£42,344"
209,2000,100671,Primary,28,18,19,27.8,14.5,14.1,19.6,"£39,672"
209,2001,139672,Primary,14,8,3,13.4,6.9,3,26.7,"£38,516"
209,2002,142456,Primary,20,25,7,16.4,15.3,4.5,25.2,"£45,904"
209,2004,146100,Primary,30,18,8,29.4,17,5.2,12.7,"£44,143"
209,2023,100672,Primary,31,42,7,26.9,30.3,5.2,16.3,"£44,451"
209,2029,100673,Primary,16,21,6,12.7,10.4,4.3,18.6,"£47,240"
209,2068,100674,Primary,27,26,19,23.3,18.3,11.8,20.0,"£44,076"
209,2108,146221,Primary,26,32,13,23.4,20.4,10.7,18.9,"£46,639"
209,2127,100676,Primary,34,35,21,30.1,25.1,15.1,21.5,"£43,817"
209,2148,100677,Primary,29,16,15,26.5,9.7,9.6,15.8,"£40,722"
209,2158,100678,Primary,30,42,11,27.7,27.3,9.8,19.5,"£48,415"
209,2163,100679,Primary,24,29,14,22.8,16.7,12.7,21.6,"£44,629"
209,2187,100680,Primary,28,13,10,21.9,9.6,9,19.9,"£43,698"
209,2197,100681,Primary,30,37,7,27.6,23.8,5.5,17.1,"£43,077"
209,2225,100683,Primary,29,32,19,25.8,26.7,11.6,20.5,"£43,230"
209,2259,100684,Primary,35,27,12,31.4,17.9,8.6,20.3,"£40,900"
209,2267,100685,Primary,12,1,2,11.2,1,2,21.7,"£49,276"
209,2289,100686,Primary,25,39,8,22,22.2,5.4,21.9,"£44,797"
209,2304,100687,Primary,42,24,13,37.7,22.4,12.6,17.6,"£44,642"
209,2307,100688,Primary,30,30,14,25.9,19.8,10.7,18.7,"£46,696"
209,2342,100689,Primary,19,13,7,17.1,9.4,6.5,24.5,"£46,757"
209,2347,100690,Primary,40,42,7,35.1,35.3,5.4,17.7,"£44,596"
209,2349,100691,Primary,22,15,9,21.6,13.9,7.9,20.1,"£44,217"
209,2374,100692,Primary,21,26,7,21,17.1,6,18.1,"£43,795"
209,2381,100693,Primary,25,14,12,21.7,12.6,9.8,20.8,"£46,323"
209,2390,100695,Primary,12,1,0,12,1,0,32.7,"£45,087"
209,2403,100696,Primary,23,33,7,20.2,19.1,5.4,18.8,"£46,262"
209,2491,100699,Primary,21,22,18,18.6,18.3,6.7,22.6,"£45,573"
209,2493,100700,Primary,25,28,18,21.4,21,13.6,21.4,"£43,494"
209,2529,100701,Primary,34,34,23,30.2,24.5,10.9,19.8,"£39,885"
209,2536,100703,Primary,39,46,17,33.6,28.4,11.6,19.6,"£45,931"
209,2570,100704,Primary,15,6,7,13.8,4.1,4.7,22.4,"£42,677"
209,2571,100705,Primary,18,18,3,14.7,11.1,2.5,19.4,"£46,076"
209,2599,137441,Primary,32,29,7,29.8,24.4,6.8,15.0,"£45,737"
209,2606,100708,Primary,38,41,15,33.2,28.7,10.7,19.1,"£46,682"
209,2782,100709,Primary,35,31,15,30.4,24.2,10.2,19.3,"£46,401"
209,2811,100710,Primary,23,26,8,17.6,16.5,6.3,26.4,"£51,962"
209,2815,100711,Primary,28,21,8,24.9,13.5,5.9,19.3,"£49,551"
209,2818,100712,Primary,19,12,4,11.8,8.2,3.7,21.8,"£56,730"
209,2869,100713,Primary,25,24,8,19.8,15.2,7.7,21.6,"£47,068"
209,2870,100714,Primary,12,25,5,11.6,10.4,2.1,20.3,"£43,963"
209,2871,100715,Primary,13,18,5,11.2,12.9,3.9,17.5,"£46,995"
209,2878,100716,Primary,17,11,6,14.8,8.3,5.6,20.9,"£43,332"
209,2887,100717,Primary,16,7,5,13.1,5.7,4.2,20.3,"£49,983"
209,2911,100718,Primary,38,34,31,33.8,29.6,20.1,19.5,"£43,072"
209,3301,100719,Primary,14,11,4,10.8,7.2,3.5,22.1,"£44,931"
209,3315,100720,Primary,12,16,3,8.4,9.4,2.1,22.6,"£53,558"
209,3325,145621,Primary,11,7,10,11,5.3,9.4,20.8,"£45,520"
209,3344,100722,Primary,11,12,5,11,9.8,4.1,20.8,"£48,368"
209,3360,100723,Primary,13,10,6,11.2,6.3,4.8,15.4,"£42,121"
209,3374,100724,Primary,16,8,6,13.3,4.8,5.1,17.0,"£41,749"
209,3416,100725,Primary,12,11,5,9.8,7.5,3.1,22.1,"£50,780"
209,3420,100726,Primary,21,26,5,18.6,14.6,4.9,20.4,"£41,698"
209,3454,100727,Primary,9,11,5,8.8,8.3,4.4,22.3,"£46,688"
209,3472,100728,Primary,10,11,7,9.2,6.4,4.9,22.6,"£46,521"
209,3478,100729,Primary,14,11,5,10.4,8.9,4.9,23.6,"£50,822"
209,3518,100730,Primary,13,14,6,12.1,6.1,4.7,17.5,"£42,735"
209,3548,100731,Primary,11,10,7,10.4,6.2,4.5,18.5,"£49,348"
209,3588,100732,Primary,19,17,4,15.7,12.8,3.6,20.0,"£44,481"
209,3594,100733,Primary,13,7,8,11.8,4.6,4.9,18.4,"£44,592"
209,3597,100734,Primary,20,20,5,12.4,10,4.1,19.4,"£44,930"
209,3650,100737,Primary,10,20,3,7.8,8.2,2,28.6,"£46,721"
209,3661,100739,Primary,17,13,6,12.7,8,4.7,18.5,"£48,321"
209,4047,100740,Secondary,75,12,26,65.9,10.1,23.7,13.7,"£44,865"
209,4204,100741,Secondary,89,11,32,84,9,27.1,16.9,"£47,640"
209,4249,100742,Secondary,58,22,28,56.7,21.9,24.7,15.4,"£45,538"
209,4267,100743,Secondary,60,13,26,53.8,11.5,23.5,14.5,"£46,127"
209,4289,100745,Secondary,77,14,28,74.2,13.5,27.6,16.9,"£43,324"
209,4323,100747,All through,72,25,29,68.7,21.9,27.3,14.7,"£45,731"
209,4600,100748,Secondary,44,13,15,41.9,10.1,14.2,13.3,"£49,184"
209,4636,100749,All through,60,29,16,59.5,24.9,15.1,15.2,"£43,236"
209,4646,100750,Secondary,61,7,31,56.5,7,25.4,16.5,"£50,842"
209,4802,100752,Secondary,49,0,5,47.6,0,4.5,17.2,"£45,986"
209,5201,135843,All through,50,19,22,49.4,17.9,20.2,16.2,"£46,980"
209,6905,135073,All through,102,22,38,96.5,20.2,34.5,18.7,"£46,433"
209,6906,135070,All through,87,14,30,86,12.8,27.9,15.3,"£41,942"
209,6907,135264,All through,71,19,21,69,18.5,19.9,13.7,"£45,537"
210,2001,138270,Primary,16,10,1,15.3,10,1,21.2,"£38,240"
210,2002,139907,Primary,13,12,3,11.2,10.3,3,25.6,"£41,583"
210,2003,100774,Primary,28,25,5,26.1,22.5,5,15.9,"£41,018"
210,2004,140937,Primary,16,12,2,14.5,11.8,2,19.1,"£48,908"
210,2005,141666,Primary,31,11,8,30.6,10.2,5.9,13.4,"£36,539"
210,2006,142090,Primary,17,17,28,14.9,12.4,12,19.4,"£44,340"
210,2007,142875,Primary,11,8,3,10.3,8,3,16.5,"£42,376"
210,2008,145130,Primary,25,24,16,22.9,21,7.6,17.2,"£42,894"
210,2009,145888,Primary,2,2,2,2,2,1.6,12.0,SUPP
210,2038,100775,Primary,15,19,9,12.9,16.3,4.4,19.3,"£44,542"
210,2085,100780,Primary,30,13,14,29.5,10.7,11.9,14.5,"£38,818"
210,2100,100781,Primary,20,29,10,19.9,23.3,8.4,24.1,"£42,983"
210,2116,100782,Primary,20,28,9,18.8,21.9,7.2,19.7,"£44,915"
210,2123,100783,Primary,27,13,6,25.3,10.5,5.4,11.3,"£39,872"
210,2138,100784,Primary,15,15,6,12.9,10.9,4.1,15.6,"£41,460"
210,2142,100785,Primary,33,44,6,31.8,38.1,5.9,17.4,"£46,482"
210,2161,100786,Primary,21,32,7,18.6,25.3,6.9,22.6,"£44,652"
210,2169,136665,Primary,28,21,16,19.8,13.8,8.7,18.2,"£47,853"
210,2257,100790,Primary,38,31,10,32.8,22.3,7.8,19.1,"£44,708"
210,2263,100791,Primary,21,17,17,20.1,12.6,9.5,18.9,"£45,477"
210,2293,100793,Primary,25,12,8,23.4,10,7,16.8,"£46,105"
210,2308,100794,Primary,12,7,3,11.9,6.4,2.4,17.3,"£42,727"
210,2323,100795,Primary,21,26,5,21,22.2,5,18.7,"£43,130"
210,2328,100796,Primary,39,28,23,32.5,19.8,15.6,16.9,"£43,203"
210,2335,140507,Primary,31,21,11,28.9,20.1,10.9,16.9,"£40,875"
210,2339,100798,Primary,35,35,14,29.5,25.4,8.9,16.3,"£51,851"
210,2351,100800,Primary,21,31,6,20.5,22.6,6,18.1,"£43,539"
210,2365,100801,Primary,20,20,6,19.6,14.1,5.1,16.8,"£41,775"
210,2392,100802,Primary,26,20,6,22.5,14.8,6,18.9,"£50,636"
210,2411,100803,Primary,25,28,5,22.1,22.1,3.5,20.0,"£45,574"
210,2500,137648,Primary,39,31,18,38.3,24,13.6,14.7,"£39,536"
210,2514,100808,Primary,22,25,2,20.9,12.2,1.4,14.8,"£46,080"
210,2516,100809,Primary,17,28,7,15.6,16,5.1,17.2,"£47,121"
210,2526,100810,Primary,26,30,15,25.4,24.2,13.9,16.8,"£48,891"
210,2560,100811,Primary,17,13,7,16.3,11.6,7,12.2,"£43,895"
210,2562,100812,Primary,28,24,8,25.8,19.5,7.4,17.0,"£42,890"
210,2607,100813,Primary,14,10,4,12.9,9,3.8,15.7,"£47,402"
210,2609,100814,Primary,14,22,7,12.3,12.6,6.1,15.3,"£43,900"
210,2621,100815,Primary,11,11,2,10.6,7.1,2,13.7,"£45,736"
210,2848,100817,Primary,35,30,9,33.3,27.6,9,18.5,"£43,975"
210,2852,100818,Primary,14,12,7,12.6,10.7,6.4,18.0,"£48,031"
210,2853,100819,Primary,20,38,13,19,29.1,11.9,21.1,"£45,224"
210,2855,100821,Primary,21,30,9,18.6,18.6,8.1,22.3,"£53,225"
210,2856,130918,Primary,33,64,8,31.7,40.8,6.2,20.6,"£43,359"
210,2857,137413,Primary,19,14,5,18.5,11.6,5,17.4,"£36,689"
210,2858,131843,Primary,24,22,14,23,20.6,9.7,17.9,"£50,357"
210,3313,100822,Primary,8,10,4,7.6,6.7,3.1,27.2,"£45,645"
210,3337,100823,Primary,15,13,4,12.6,10.6,2.9,21.2,"£42,465"
210,3341,100824,Primary,16,16,8,15.6,12.7,5.5,21.4,"£39,242"
210,3399,100825,Primary,12,20,4,10.1,13.7,3.9,21.4,"£42,115"
210,3435,100826,Primary,19,16,7,18.1,11,6.4,23.8,"£48,635"
210,3445,100827,Primary,7,12,2,7,8.4,1.6,20.9,"£44,277"
210,3447,100828,Primary,11,7,7,11,4.9,6.5,21.1,"£37,315"
210,3452,100829,Primary,34,30,6,33,26.2,5.1,16.2,"£38,341"
210,3460,100830,Primary,24,22,7,21.4,17.4,6.1,18.5,"£42,103"
210,3468,100831,Primary,9,15,3,8.4,10.9,2.5,20.7,"£46,737"
210,3475,100832,Primary,18,31,10,16.5,19.3,6.6,21.0,"£38,158"
210,3476,100833,Primary,12,12,4,11.8,9.9,3.8,19.1,"£44,996"
210,3484,100834,Primary,15,18,6,13.2,10.5,4,17.4,"£42,943"
210,3492,100835,Primary,9,5,1,8.6,4.1,0.8,11.4,"£43,506"
210,3508,100836,Primary,11,12,3,10.9,6.6,2.5,18.1,"£46,529"
210,3516,100837,Primary,10,12,6,9.6,9.5,4.7,18.0,"£44,981"
210,3573,100838,Primary,16,14,8,15.4,10.9,7.7,16.7,"£42,859"
210,3586,100839,Primary,11,10,8,10,8.6,4.8,20.8,"£44,003"
210,3593,100840,Primary,15,10,4,12.7,7.6,3.6,17.3,"£39,746"
210,3669,100841,Primary,14,14,6,12.6,10.7,6,18.0,"£42,856"
210,3670,134903,Primary,20,32,13,19.2,22.5,11.7,18.8,"£43,213"
210,4000,139587,Secondary,36,4,10,34.8,4,9.1,10.7,"£42,125"
210,4001,139718,Secondary,43,13,23,42.6,12.5,22.6,14.1,"£39,000"
210,4002,140221,Secondary,44,13,15,43.2,13,15,16.5,"£40,014"
210,4003,142178,Secondary,16,0,3,15.1,0,3,27.8,"£42,676"
210,4005,145313,Secondary,79,17,29,75.2,15.9,27.7,13.4,"£51,486"
210,4265,136309,Secondary,162,4,9,153.5,2.5,8.6,13.2,"£44,640"
210,4318,136298,Secondary,67,15,19,63.1,13.5,16.5,19.7,"£42,190"
210,4680,100849,Secondary,64,7,25,60.8,5.8,21.2,12.3,"£47,442"
210,5200,100851,Primary,14,17,4,10.9,14.3,3.8,30.2,"£55,731"
210,5201,100852,Primary,23,17,10,20.1,11.8,5.6,21.6,"£50,086"
210,5203,100853,Primary,14,14,2,10.8,9.9,1.4,21.4,"£57,238"
210,5204,100854,Primary,10,13,1,9,9.4,1,17.8,"£50,850"
